NEGERI,PPD,PUSAT,SEMESTER,BIDANG,PAKEJ MATA PELAJARAN
PERAK,KINTA UTARA,SMK RAJA CHULAN,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
PERAK,KINTA UTARA,SMK RAJA CHULAN,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK"
PERAK,KINTA UTARA,SMK DATO' HAJI MOHD TAIB,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
PERAK,KINTA UTARA,SMK DATO' HAJI MOHD TAIB,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
PERAK,KINTA UTARA,SMK DATO' HAJI MOHD TAIB,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP"
PERAK,KINTA UTARA,SMK DATO' HAJI MOHD TAIB,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP"
PERAK,KINTA UTARA,SMK SERI KELEDANG,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,SMK SERI KELEDANG,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,SMK SERI KELEDANG,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,SMK SERI KELEDANG,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY"
PERAK,KINTA UTARA,SMK KG PASIR PUTEH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
PERAK,KINTA UTARA,SMK KG PASIR PUTEH,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
PERAK,KINTA UTARA,SMK KG PASIR PUTEH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
PERAK,KINTA UTARA,SMK KG PASIR PUTEH,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK JALAN TASEK,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, GEO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ANDERSON,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, PAKN, SEJ"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PAKN, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, MM, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, ICT, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PAKN, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, BM, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK ST MICHAEL,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, SEJ, MM, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SV, EKO, PP, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK METHODIST ACS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SV, EKO, PP"
PERAK,KINTA UTARA,SMK RAJA PEREMPUAN,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, PAKN"
PERAK,KINTA UTARA,SMK RAJA PEREMPUAN,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, MM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, PAKN"
PERAK,KINTA UTARA,SMK RAJA PEREMPUAN,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, PAKN, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, PAKN"
PERAK,KINTA UTARA,SMK RAJA PEREMPUAN,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, PAKN"
PERAK,KINTA UTARA,SMK RAJA PEREMPUAN,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, MM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, PAKN"
